job_id,job_role,industry,country,year,automation_risk_percent,ai_replacement_score,skill_gap_index,salary_before_usd,salary_after_usd,salary_change_percent,skill_demand_growth_percent,remote_feasibility_score,ai_adoption_level,education_requirement_level,automation_risk_category,skill_transition_pressure,wage_volatility_index,reskilling_urgency_score,ai_disruption_intensity
11474,Truck Driver,Technology,Canada,2026,48.88,49.77,10.17,58144.95,57516.28,-1.08,-1.96,16.64,1.36,3,Medium,29.525000000000002,1.08,22.927000000000003,0.6647680000000001
11475,Mechanical Engineer,Healthcare,UK,2022,11.08,10.18,7.38,53147.69,46074.43,-13.31,14.32,61.79,41.13,2,Low,9.23,13.31,10.639000000000001,4.5572040000000005
11476,Software Engineer,Education,Singapore,2022,61.93,66.8,85.25,92266.91,97215.06,5.36,18.05,76.95,68.46,2,High,73.59,5.36,51.955,42.397278
11477,Mechanical Engineer,Retail,Japan,2024,31.04,26.39,80.64,39280.35,39343.55,0.16,5.03,26.44,74.35,1,Medium,55.84,0.16,36.656000000000006,23.078239999999997
11478,Teacher,Retail,Germany,2023,76.72,76.58,57.3,74119.63,89277.06,20.45,-4.15,88.43,95.23,1,High,67.00999999999999,20.45,54.013,73.060456
11479,Marketing Specialist,Transportation,USA,2025,48.03,53.45,73.65,59642.58,71211.15,19.4,0.97,21.6,88.4,2,Medium,60.84,19.4,47.127,42.45852000000001
11480,HR Manager,Energy,Germany,2020,38.18,37.47,86.97,50671.49,59864.6,18.14,23.61,81.47,25.85,1,Medium,62.575,18.14,46.805,9.869530000000001
11481,Teacher,Technology,India,2022,46.59,39.92,9.35,82764.23,81768.27,-1.2,13.43,50.66,86.51,4,Medium,27.970000000000002,1.2,21.801000000000002,40.305009000000005
11482,Mechanical Engineer,Manufacturing,Australia,2021,30.02,29.9,16.44,131541.15,130352.3,-0.9,0.19,34.89,25.73,1,Medium,23.23,0.9,17.21,7.724145999999999
11483,Data Analyst,Education,Canada,2026,17.09,16.2,90.15,115051.94,113467.1,-1.38,6.77,86.42,42.99,2,Low,53.620000000000005,1.38,34.295,7.346991
11484,HR Manager,Technology,India,2022,78.67,81.62,48.74,141025.39,160671.92,13.93,-1.65,52.6,73.36,1,High,63.705,13.93,50.269000000000005,57.712312000000004
11485,HR Manager,Manufacturing,Japan,2024,29.3,28.2,34.53,134259.02,136186.61,1.44,7.61,83.94,35.39,1,Low,31.915,1.44,22.511,10.369270000000002
11486,Financial Analyst,Transportation,Brazil,2020,20.55,22.08,63.73,61651.9,60165.6,-2.41,11.98,83.37,12.91,5,Low,42.14,2.41,28.061999999999998,2.653005
11487,Financial Analyst,Manufacturing,Australia,2024,30.07,31.45,24.19,144779.74,169191.03,16.86,8.76,60.53,40.68,3,Medium,27.130000000000003,16.86,24.343,12.232475999999998
11488,Mechanical Engineer,Manufacturing,Singapore,2022,67.55,54.65,42.68,135734.31,154679.62,13.96,-1.39,66.32,49.3,3,High,55.114999999999995,13.96,44.012,33.30215
11489,HR Manager,Energy,Australia,2026,66.98,71.02,9.11,130754.3,141434.95,8.17,-8.86,79.79,89.76,5,High,38.045,8.17,31.976000000000003,60.12124800000001
11490,Truck Driver,Energy,Canada,2021,89.77,105.06,65.72,104901.43,118431.39,12.9,0.27,63.29,23.52,3,High,77.745,12.9,59.49399999999999,21.113903999999998
11491,HR Manager,Healthcare,USA,2025,18.6,18.37,91.29,36375.84,33843.13,-6.96,4.41,32.51,95.38,3,Low,54.94500000000001,6.96,36.915,17.74068
11492,Customer Support Rep,Transportation,Brazil,2021,32.33,26.52,8.72,113002.36,112822.71,-0.16,4.27,95.8,6.89,4,Medium,20.525,0.16,15.596,2.227537
11493,Mechanical Engineer,Transportation,Brazil,2022,75.24,63.73,12.78,102579.55,95418.17,-6.98,18.49,91.73,27.81,5,High,44.01,6.98,36.024,20.924243999999998
11494,Truck Driver,Education,USA,2026,71.85,66.86,14.83,146980.39,163906.42,11.52,7.99,32.52,39.32,4,High,43.339999999999996,11.52,36.645,28.25142
11495,Financial Analyst,Transportation,Japan,2021,43.38,45.63,39.49,59686.42,62069.67,3.99,-7.47,32.29,39.66,3,Medium,41.435,3.99,30.395999999999997,17.204507999999997
11496,Customer Support Rep,Technology,Brazil,2020,27.43,24.76,48.3,125525.87,107295.35,-14.52,-4.0,56.45,4.98,3,Low,37.864999999999995,14.52,29.817999999999998,1.366014
11497,Financial Analyst,Technology,Brazil,2026,34.77,29.7,25.35,76878.95,69843.56,-9.15,-2.72,40.92,36.78,4,Medium,30.060000000000002,9.15,24.258000000000003,12.788406000000002
11498,Truck Driver,Retail,Australia,2020,81.89,74.84,46.05,89779.98,98848.72,10.1,-1.93,66.16,72.1,1,High,63.97,10.1,49.601,59.04268999999999
11499,Marketing Specialist,Manufacturing,UK,2026,13.82,15.59,24.04,41016.79,36337.2,-11.41,11.52,46.59,70.79,3,Low,18.93,11.41,16.163,9.783178000000001
11500,Teacher,Energy,India,2025,17.19,14.63,66.49,83954.39,84679.02,0.86,-10.24,65.68,40.51,5,Low,41.839999999999996,0.86,27.081,6.963668999999999
11501,Marketing Specialist,Healthcare,Japan,2022,22.11,23.41,12.12,108424.24,87605.9,-19.2,1.55,30.65,49.85,2,Low,17.115,19.2,18.24,11.021835000000001
11502,Customer Support Rep,Energy,India,2020,48.56,44.58,76.26,39963.02,34196.85,-14.43,-0.82,35.68,44.19,1,Medium,62.410000000000004,14.43,46.63100000000001,21.458664
11503,Accountant,Education,Singapore,2021,74.59,79.34,19.31,98691.22,104592.47,5.98,3.99,69.61,83.35,3,High,46.95,5.98,37.423,62.170765
11504,Data Analyst,Energy,Australia,2023,12.55,14.33,18.95,147139.19,161207.98,9.56,-6.43,59.18,47.86,1,Low,15.75,9.56,13.573,6.00643
11505,Mechanical Engineer,Manufacturing,UK,2020,40.0,38.14,30.32,101664.47,109151.71,7.36,17.27,56.41,81.71,5,Medium,35.16,7.36,27.304000000000002,32.684
11506,Customer Support Rep,Transportation,India,2021,47.62,43.3,38.38,99451.01,107639.28,8.23,-11.08,14.72,43.16,1,Medium,43.0,8.23,33.031,20.552792
11507,Data Analyst,Retail,Canada,2026,5.0,4.02,78.83,78574.98,74339.6,-5.39,15.43,68.3,9.43,4,Low,41.915,5.39,27.266,0.4715
11508,HR Manager,Finance,Japan,2021,23.33,23.07,44.05,53303.29,51204.75,-3.94,11.77,48.46,33.74,5,Low,33.69,3.94,23.728999999999996,7.871542
11509,HR Manager,Finance,USA,2021,79.68,74.79,26.46,138814.7,118620.43,-14.55,8.6,32.68,71.1,4,High,53.07000000000001,14.55,44.175000000000004,56.65248
11510,Truck Driver,Education,Brazil,2020,27.76,30.15,30.99,126990.21,122465.56,-3.56,-0.33,49.51,87.92,4,Low,29.375,3.56,21.469,24.406592
11511,Marketing Specialist,Manufacturing,UK,2025,29.89,34.0,10.21,50829.95,52655.79,3.59,-5.87,44.98,86.35,5,Low,20.05,3.59,16.096000000000004,25.810015
11512,Marketing Specialist,Retail,USA,2020,44.01,49.96,24.03,141756.83,143113.19,0.96,27.86,64.8,91.71,1,Medium,34.019999999999996,0.96,25.101,40.361571
11513,Truck Driver,Finance,Germany,2020,48.98,44.0,24.54,146727.55,158251.37,7.85,1.68,22.37,43.06,2,Medium,36.76,7.85,29.308999999999997,21.090787999999996
11514,Truck Driver,Technology,Japan,2020,68.35,81.02,67.73,30235.12,32390.54,7.13,17.38,26.66,62.05,5,High,68.03999999999999,7.13,49.798,42.41117499999999
11515,HR Manager,Transportation,Japan,2024,74.79,59.97,97.44,65545.95,55635.46,-15.12,12.31,75.78,51.58,1,High,86.11500000000001,15.12,63.684000000000005,38.576682
11516,Financial Analyst,Energy,Japan,2026,28.4,28.44,35.16,59959.57,70400.44,17.41,16.69,22.64,92.92,2,Low,31.779999999999998,17.41,27.130999999999997,26.38928
11517,Truck Driver,Manufacturing,India,2023,25.47,23.19,34.33,37972.8,32799.17,-13.62,-8.97,71.97,72.43,5,Low,29.9,13.62,24.573,18.447921
11518,Accountant,Energy,Australia,2024,59.53,58.79,70.67,140873.72,143938.86,2.18,-5.62,89.09,96.57,2,Medium,65.1,2.18,45.66700000000001,57.488121
11519,Truck Driver,Retail,Singapore,2020,31.16,36.76,72.65,116957.28,119771.53,2.41,-6.18,42.27,58.56,1,Medium,51.905,2.41,34.982,18.247296000000002
11520,Software Engineer,Technology,Singapore,2025,51.62,45.08,15.3,72821.06,82900.46,13.84,16.33,64.79,84.95,5,Medium,33.46,13.84,29.39,43.851189999999995
11521,Truck Driver,Energy,Canada,2020,76.44,76.58,48.25,125724.4,159811.77,27.11,3.75,80.77,57.94,1,High,62.345,27.11,53.184,44.28933599999999
11522,Marketing Specialist,Energy,USA,2020,25.74,29.72,49.34,147847.99,116348.39,-21.31,15.03,29.2,34.49,5,Low,37.54,21.31,31.491,8.877726000000001
11523,Customer Support Rep,Healthcare,Australia,2025,40.44,47.26,60.05,128422.53,137149.79,6.8,3.74,20.18,78.86,4,Medium,50.245,6.8,36.230999999999995,31.890984
11524,Teacher,Finance,Brazil,2020,14.14,12.25,72.99,55318.13,56634.32,2.38,22.22,59.25,41.04,4,Low,43.565,2.38,28.266999999999996,5.803056000000001
11525,Data Analyst,Technology,Brazil,2022,10.21,9.05,18.51,114861.22,109697.31,-4.5,10.95,25.53,25.17,2,Low,14.360000000000001,4.5,10.987,2.5698570000000007
11526,Truck Driver,Technology,USA,2023,90.72,80.32,69.0,44008.79,38707.34,-12.05,12.56,85.35,2.32,1,High,79.86,12.05,60.603,2.104704
11527,Software Engineer,Finance,USA,2021,35.02,37.31,74.35,138042.32,125152.85,-9.34,8.16,75.12,52.8,2,Medium,54.685,9.34,39.115,18.490560000000002
11528,Accountant,Finance,UK,2025,16.97,14.53,82.84,97864.55,102064.48,4.29,-0.09,62.78,16.74,4,Low,49.905,4.29,32.927,2.840778
11529,Financial Analyst,Manufacturing,USA,2022,41.48,48.6,75.15,76421.75,73048.52,-4.41,-6.52,89.43,18.0,1,Medium,58.315,4.41,40.46,7.4664
11530,Software Engineer,Finance,India,2026,5.0,4.26,44.62,38097.55,31639.27,-16.95,9.24,43.74,15.61,5,Low,24.81,16.95,20.471,0.7805
11531,Data Analyst,Transportation,Germany,2026,52.2,49.72,11.51,73385.58,88726.2,20.9,22.95,91.6,87.33,3,Medium,31.855,20.9,30.603,45.58626
11532,Marketing Specialist,Finance,USA,2026,60.15,67.89,74.14,66940.21,69381.86,3.65,-1.37,91.51,97.85,4,High,67.145,3.65,47.397000000000006,58.856775
11533,Truck Driver,Transportation,Brazil,2023,28.42,29.98,61.74,74299.16,60823.44,-18.14,26.57,93.21,29.92,1,Low,45.08,18.14,35.332,8.503264000000001
11534,Software Engineer,Finance,Canada,2024,12.55,13.42,28.58,36683.61,34469.48,-6.04,15.37,99.32,31.2,3,Low,20.564999999999998,6.04,15.406,3.9156
11535,Data Analyst,Finance,Singapore,2021,38.9,33.62,53.29,61804.21,62853.08,1.7,24.08,44.2,6.46,2,Medium,46.095,1.7,32.056999999999995,2.51294
11536,Financial Analyst,Healthcare,UK,2022,14.37,16.05,74.07,85878.78,80933.41,-5.76,7.25,34.89,6.78,1,Low,44.22,5.76,29.697,0.974286
11537,Marketing Specialist,Transportation,Canada,2026,70.89,71.0,37.42,105807.26,114073.27,7.81,17.55,84.6,59.44,2,High,54.155,7.81,41.925,42.137016
11538,Marketing Specialist,Education,Brazil,2025,10.21,8.73,86.72,45338.83,39676.41,-12.49,10.08,96.44,22.54,4,Low,48.465,12.49,33.846999999999994,2.301334
11539,Data Analyst,Transportation,Japan,2021,25.33,28.1,65.81,68594.35,65694.28,-4.23,-0.78,50.41,31.34,1,Low,45.57,4.23,31.144,7.938421999999999
11540,Data Analyst,Energy,USA,2026,22.18,21.55,78.97,72837.45,75329.7,3.42,-11.37,88.45,69.95,2,Low,50.575,3.42,33.589000000000006,15.51491
11541,Mechanical Engineer,Retail,Canada,2026,33.81,40.19,69.08,46591.98,49318.06,5.85,7.81,52.57,72.94,5,Medium,51.445,5.85,36.00300000000001,24.661014
11542,Teacher,Education,Australia,2020,20.56,17.35,62.8,78040.33,63294.45,-18.9,1.01,51.01,9.9,2,Low,41.68,18.9,32.734,2.03544
11543,HR Manager,Healthcare,India,2026,17.56,17.17,45.31,134569.97,150972.85,12.19,-6.69,37.28,30.79,5,Low,31.435000000000002,12.19,24.274,5.406724
11544,Accountant,Education,Canada,2025,59.62,61.1,37.29,87997.22,92173.18,4.75,11.65,94.12,87.69,5,Medium,48.455,4.75,36.459999999999994,52.280778
11545,Software Engineer,Education,Japan,2022,46.87,41.06,36.19,96554.83,107331.39,11.16,16.79,90.73,31.03,5,Medium,41.53,11.16,32.953,14.543761
11546,Mechanical Engineer,Technology,UK,2022,41.27,43.91,57.27,131292.6,116328.08,-11.4,-13.21,32.43,63.86,2,Medium,49.27,11.4,37.10900000000001,26.355022000000005
11547,HR Manager,Healthcare,Singapore,2021,37.32,38.05,6.06,114526.49,133731.66,16.77,7.26,32.5,85.55,2,Medium,21.69,16.77,21.777,31.92726
11548,Mechanical Engineer,Healthcare,Germany,2020,70.95,69.17,9.53,90862.63,101224.29,11.4,21.86,90.79,91.82,4,High,40.24,11.4,34.659,65.14629
11549,Mechanical Engineer,Retail,Brazil,2023,53.55,56.6,12.98,77200.53,68041.25,-11.86,-8.07,75.46,48.8,4,Medium,33.265,11.86,28.872,26.132399999999997
11550,Data Analyst,Manufacturing,UK,2020,35.18,31.63,16.72,79123.72,77118.69,-2.53,17.9,97.87,0.44,2,Medium,25.95,2.53,19.847,0.154792
11551,Software Engineer,Transportation,India,2025,64.44,68.37,62.31,130845.1,126026.33,-3.68,6.0,91.48,87.32,2,High,63.375,3.68,45.573,56.26900799999999
11552,Marketing Specialist,Healthcare,USA,2021,46.4,39.45,82.15,93572.15,90538.43,-3.24,1.76,63.97,26.7,1,Medium,64.275,3.24,44.177,12.388799999999998
11553,Financial Analyst,Transportation,Japan,2023,38.85,34.81,78.26,62957.4,66029.34,4.88,12.08,36.8,79.9,4,Medium,58.55500000000001,4.88,40.482,31.041150000000002
11554,HR Manager,Retail,Brazil,2021,32.31,31.11,7.83,98250.13,102683.25,4.51,16.6,59.65,89.79,2,Medium,20.07,4.51,16.626,29.011149000000003
11555,Financial Analyst,Energy,Brazil,2020,40.89,49.0,46.07,107194.39,108043.46,0.79,3.19,38.75,12.77,4,Medium,43.480000000000004,0.79,30.413999999999998,5.221653
11556,Customer Support Rep,Technology,USA,2026,35.37,35.49,58.96,114394.65,126886.11,10.92,3.39,16.17,12.14,3,Medium,47.165,10.92,35.111999999999995,4.293918
11557,Marketing Specialist,Transportation,Germany,2020,25.95,21.82,75.59,73548.19,83820.73,13.97,10.5,59.25,53.35,5,Low,50.77,13.97,37.248000000000005,13.844325
11558,Teacher,Transportation,Singapore,2026,41.52,44.77,52.96,78428.27,81776.04,4.27,6.09,82.73,44.71,4,Medium,47.24,4.27,33.777,18.563592
11559,Teacher,Healthcare,Singapore,2020,52.53,50.25,52.02,118036.89,121391.77,2.84,-6.86,73.32,66.08,2,Medium,52.275000000000006,2.84,37.47,34.711824
11560,Marketing Specialist,Transportation,Canada,2026,27.47,29.16,46.19,59389.89,59860.25,0.79,15.15,87.62,41.8,5,Low,36.83,0.79,25.081999999999997,11.482459999999998
11561,Marketing Specialist,Finance,USA,2022,54.31,61.19,32.88,132908.53,117735.25,-11.42,-0.69,76.61,33.48,4,Medium,43.595,11.42,35.014,18.182987999999998
11562,Data Analyst,Transportation,Canada,2026,66.74,74.87,23.05,148384.02,161183.75,8.63,-15.3,16.62,4.16,5,High,44.894999999999996,8.63,36.199999999999996,2.7763839999999997
11563,Mechanical Engineer,Retail,Australia,2025,30.69,24.7,27.76,92672.37,82627.4,-10.84,13.32,46.66,38.29,5,Medium,29.225,10.84,23.855999999999998,11.751201000000002
11564,HR Manager,Retail,Singapore,2022,32.93,31.46,48.81,53820.23,44752.77,-16.85,2.51,15.72,21.36,4,Medium,40.870000000000005,16.85,32.870000000000005,7.033847999999999
11565,Truck Driver,Finance,Germany,2025,90.38,90.57,98.26,57025.12,62324.63,9.29,-8.76,41.98,36.12,4,High,94.32,9.29,68.417,32.645255999999996
11566,Data Analyst,Education,Germany,2022,59.07,47.95,66.62,135638.41,130847.76,-3.53,-6.92,82.82,53.51,2,Medium,62.845,3.53,44.673,31.608357
11567,Truck Driver,Manufacturing,UK,2024,50.04,52.56,32.47,105157.14,100926.77,-4.02,-0.2,11.32,18.45,4,Medium,41.254999999999995,4.02,30.963,9.23238
11568,Customer Support Rep,Healthcare,UK,2026,34.15,35.49,94.44,55843.9,56418.49,1.03,-5.81,26.3,54.16,4,Medium,64.295,1.03,42.300999999999995,18.495639999999998
11569,Teacher,Transportation,Australia,2022,45.31,36.6,96.43,54168.86,52813.6,-2.5,13.45,24.25,10.68,5,Medium,70.87,2.5,47.803000000000004,4.8391079999999995
11570,HR Manager,Healthcare,Japan,2026,45.75,43.22,91.75,54172.98,49675.43,-8.3,10.91,88.45,51.05,3,Medium,68.75,8.3,48.315000000000005,23.355375
11571,Marketing Specialist,Retail,Singapore,2025,68.18,66.48,17.53,94719.66,87015.16,-8.13,-0.87,91.34,55.14,3,High,42.855000000000004,8.13,34.970000000000006,37.594452000000004
11572,Mechanical Engineer,Retail,USA,2021,66.02,73.31,0.11,136304.75,126130.76,-7.46,13.82,30.64,5.68,1,High,33.065,7.46,28.679000000000002,3.7499359999999995
11573,Software Engineer,Healthcare,India,2026,6.47,5.68,0.35,67899.67,68605.59,1.04,12.95,62.25,23.68,3,Low,3.4099999999999997,1.04,3.005,1.532096
11574,Customer Support Rep,Transportation,Singapore,2022,40.76,38.6,26.22,133008.43,140062.84,5.3,-4.78,54.07,67.72,5,Medium,33.489999999999995,5.3,25.759999999999998,27.602672
11575,HR Manager,Education,Germany,2024,68.43,64.09,54.07,89867.64,100337.79,11.65,0.27,10.92,31.01,5,High,61.25,11.65,47.088,21.220143000000004
11576,Accountant,Manufacturing,UK,2021,68.25,78.41,69.37,70893.0,67847.64,-4.3,2.53,19.93,59.3,3,High,68.81,4.3,49.401,40.47225
11577,Mechanical Engineer,Manufacturing,Germany,2022,15.05,16.13,34.88,36684.46,33988.32,-7.35,-10.65,42.99,51.01,4,Low,24.965000000000003,7.35,18.689,7.677005
11578,Teacher,Healthcare,UK,2026,45.2,42.66,89.92,56401.88,60149.05,6.64,-14.77,32.07,15.02,5,Medium,67.56,6.64,47.047999999999995,6.78904
11579,Marketing Specialist,Transportation,Australia,2026,10.44,12.3,78.42,136662.32,131126.97,-4.05,5.44,34.43,97.26,4,Low,44.43,4.05,28.916999999999998,10.153944000000001
11580,Mechanical Engineer,Retail,UK,2025,35.02,41.74,11.85,76213.92,76624.94,0.54,-16.44,81.52,55.12,1,Medium,23.435000000000002,0.54,17.725,19.303024
11581,Customer Support Rep,Technology,India,2021,71.57,70.77,74.79,102300.88,106247.63,3.86,10.52,30.88,52.45,2,High,73.18,3.86,52.223,37.538464999999995
11582,Truck Driver,Transportation,India,2026,86.25,98.63,47.71,67653.5,63576.0,-6.03,-0.71,22.95,99.96,5,High,66.98,6.03,50.622,86.21549999999999
11583,Data Analyst,Education,Japan,2023,46.38,42.94,29.33,66655.4,66911.16,0.38,15.83,34.43,79.84,1,Medium,37.855000000000004,0.38,27.465000000000003,37.029792
11584,Data Analyst,Retail,India,2020,52.52,51.84,68.88,118577.49,123145.78,3.85,6.0,60.85,61.56,1,Medium,60.7,3.85,42.827,32.331312000000004
11585,Mechanical Engineer,Finance,Singapore,2026,75.17,77.36,24.44,85234.63,76520.27,-10.22,0.39,29.27,6.11,2,High,49.805,10.22,40.466,4.592887000000001
11586,Customer Support Rep,Finance,Australia,2021,36.81,33.27,75.83,73918.36,87465.01,18.33,18.12,59.7,39.55,5,Medium,56.32,18.33,42.972,14.558354999999999
11587,HR Manager,Healthcare,Brazil,2020,23.0,27.4,47.8,142306.05,135233.79,-4.97,1.95,67.32,85.13,1,Low,35.4,4.97,25.031,19.5799
11588,Mechanical Engineer,Energy,Singapore,2022,56.35,61.83,60.84,119564.38,105967.2,-11.37,-11.0,80.22,80.15,1,Medium,58.595,11.37,44.203,45.164525000000005
11589,Marketing Specialist,Finance,Singapore,2021,15.78,12.73,66.65,40132.08,38308.34,-4.54,0.07,55.84,20.11,5,Low,41.215,4.54,27.669,3.173358
11590,Truck Driver,Education,USA,2022,37.66,30.29,76.65,46305.73,38186.9,-17.53,11.02,26.47,34.69,4,Medium,57.155,17.53,43.318,13.064253999999998
11591,Marketing Specialist,Healthcare,India,2026,28.02,27.27,69.02,36111.13,36373.56,0.73,9.6,83.83,26.67,3,Low,48.519999999999996,0.73,32.133,7.472934
11592,Data Analyst,Technology,Brazil,2026,62.68,65.91,40.6,102067.55,98162.17,-3.83,-2.63,58.53,64.04,1,High,51.64,3.83,38.401,40.140272
11593,Software Engineer,Technology,Canada,2022,15.17,18.16,83.31,99596.92,99720.68,0.12,9.67,95.24,75.18,2,Low,49.24,0.12,31.097,11.404806
11594,Software Engineer,Technology,UK,2023,15.21,14.64,26.28,116612.58,125342.18,7.49,15.84,59.1,40.21,4,Low,20.745,7.49,16.215,6.115941
11595,Customer Support Rep,Healthcare,USA,2025,93.9,76.17,12.39,101848.7,84129.36,-17.4,4.29,87.7,44.06,4,High,53.145,17.4,46.497,41.37234
11596,Mechanical Engineer,Transportation,Canada,2021,19.03,19.2,52.55,57506.54,57530.93,0.04,18.2,76.27,96.25,4,Low,35.79,0.04,23.389,18.316375
11597,Teacher,Manufacturing,Brazil,2020,65.44,56.46,41.99,89527.69,95938.29,7.16,0.74,16.49,87.2,5,High,53.715,7.16,40.92100000000001,57.063680000000005
11598,Accountant,Transportation,Germany,2021,58.62,47.57,61.08,141761.65,127744.67,-9.89,3.26,98.98,41.67,4,Medium,59.849999999999994,9.89,44.739,24.426954000000002
11599,Truck Driver,Transportation,Germany,2025,61.95,73.53,58.48,111140.88,122210.34,9.96,13.25,82.01,7.48,1,High,60.215,9.96,45.312,4.63386
11600,Data Analyst,Retail,Germany,2020,65.4,66.59,53.39,130262.74,143950.16,10.51,-8.02,38.53,76.09,1,High,59.395,10.51,45.330000000000005,49.76286000000001
11601,Truck Driver,Education,Germany,2026,55.31,48.37,90.89,120396.91,135934.0,12.9,-0.57,34.84,99.08,5,Medium,73.1,12.9,53.261,54.801148000000005
11602,Financial Analyst,Energy,India,2022,74.34,85.18,0.91,145681.55,169631.72,16.44,21.46,18.88,60.94,1,High,37.625,16.44,34.941,45.302796
11603,HR Manager,Healthcare,Singapore,2025,47.01,47.79,19.14,95177.09,101082.9,6.21,-0.9,64.32,89.43,3,Medium,33.075,6.21,26.409,42.041043
11604,Accountant,Manufacturing,USA,2026,37.23,34.99,70.0,78849.57,73724.87,-6.5,-17.74,20.33,20.28,4,Medium,53.614999999999995,6.5,37.842,7.550244
11605,HR Manager,Transportation,India,2022,52.23,54.5,59.02,53976.19,58249.75,7.92,3.79,87.49,55.75,2,Medium,55.625,7.92,40.974,29.118225
11606,Financial Analyst,Manufacturing,Brazil,2026,73.06,78.17,41.23,123170.33,132976.23,7.96,0.56,39.66,79.46,1,High,57.144999999999996,7.96,43.981,58.053476
11607,Teacher,Energy,Canada,2025,29.69,34.64,18.48,116279.35,113051.93,-2.78,4.47,39.87,20.26,2,Low,24.085,2.78,18.254,6.015194
11608,Financial Analyst,Education,Canada,2026,48.87,44.17,7.26,144370.7,155836.7,7.94,-8.91,38.92,28.18,1,Medium,28.064999999999998,7.94,24.108000000000004,13.771566
11609,Mechanical Engineer,Retail,Japan,2022,51.71,45.39,64.85,40716.9,37673.24,-7.48,1.6,36.69,68.28,2,Medium,58.28,7.48,42.382999999999996,35.307588
11610,Financial Analyst,Retail,Japan,2022,63.47,54.46,74.62,40114.36,40121.32,0.02,-10.07,97.41,97.36,2,High,69.045,0.02,47.78,61.794391999999995
11611,Financial Analyst,Energy,UK,2025,43.48,48.79,55.34,120203.71,136030.46,13.17,15.22,49.56,83.31,3,Medium,49.41,13.17,37.945,36.223188
11612,Mechanical Engineer,Energy,Brazil,2024,41.2,44.59,87.02,108669.41,143142.02,31.72,15.94,73.79,9.22,5,Medium,64.11,31.72,52.102,3.7986400000000002
11613,Accountant,Healthcare,Canada,2022,54.56,51.83,13.52,139503.85,95884.05,-31.27,3.28,58.82,62.25,3,Medium,34.04,31.27,35.261,33.9636
11614,HR Manager,Technology,Canada,2021,23.62,24.81,35.25,115769.05,105278.74,-9.06,18.29,37.33,37.29,1,Low,29.435000000000002,9.06,22.741,8.807898
11615,Software Engineer,Technology,India,2022,40.29,34.08,69.83,83420.05,83705.32,0.34,-7.4,61.67,34.63,5,Medium,55.06,0.34,37.166999999999994,13.952427
11616,Marketing Specialist,Transportation,India,2020,72.97,78.73,66.13,36401.32,40735.42,11.91,5.06,70.15,23.28,4,High,69.55,11.91,52.6,16.987416
11617,Truck Driver,Education,Canada,2022,85.29,80.83,91.5,91471.96,96109.78,5.07,17.98,36.22,65.38,2,High,88.39500000000001,5.07,63.087,55.762601999999994
11618,Marketing Specialist,Technology,Australia,2023,10.67,12.1,96.58,54845.35,44569.35,-18.74,4.23,27.27,75.57,5,Low,53.625,18.74,38.864,8.063319
11619,Financial Analyst,Transportation,Singapore,2021,66.46,75.46,0.85,131741.04,130779.52,-0.73,-1.35,25.78,90.67,4,High,33.654999999999994,0.73,27.058,60.25928199999999
11620,Marketing Specialist,Healthcare,Germany,2021,50.37,49.73,44.42,78532.75,98954.89,26.0,-5.33,83.54,23.77,5,Medium,47.394999999999996,26.0,41.274,11.972948999999998
11621,Mechanical Engineer,Manufacturing,USA,2020,66.31,75.07,85.13,142988.4,164370.88,14.95,-4.58,93.4,9.13,2,High,75.72,14.95,56.548,6.054103000000001
11622,Mechanical Engineer,Education,Germany,2024,34.82,41.42,54.82,41012.61,43310.71,5.6,10.85,53.74,87.52,3,Medium,44.82,5.6,32.054,30.474463999999998
11623,Accountant,Education,Singapore,2025,31.4,29.62,21.6,78375.45,72805.26,-7.11,-6.82,72.13,43.01,2,Medium,26.5,7.11,21.173,13.505139999999999
11624,Truck Driver,Energy,Germany,2020,78.74,78.07,13.92,119051.58,117583.73,-1.23,-11.51,27.37,42.25,2,High,46.33,1.23,36.041,33.267649999999996
11625,Mechanical Engineer,Healthcare,Canada,2022,27.06,30.88,12.16,57011.37,62133.24,8.98,-3.9,66.73,13.63,5,Low,19.61,8.98,17.166,3.6882780000000004
11626,Truck Driver,Technology,India,2021,67.4,76.73,45.22,103419.84,81013.34,-21.67,9.87,10.23,18.63,1,High,56.31,21.67,47.027,12.55662
11627,Data Analyst,Finance,Japan,2022,66.3,62.45,29.71,103668.0,100695.82,-2.87,10.86,30.08,90.2,1,High,48.004999999999995,2.87,36.294,59.802600000000005
11628,Truck Driver,Manufacturing,Germany,2022,79.15,85.56,55.72,81066.46,71153.69,-12.23,10.95,83.56,41.64,5,High,67.435,12.23,52.045,32.95806
11629,Customer Support Rep,Transportation,UK,2022,77.83,87.54,7.53,111054.01,100058.68,-9.9,-8.83,76.01,95.74,5,High,42.68,9.9,36.361,74.51444199999999
11630,Accountant,Finance,Australia,2020,66.26,60.74,70.78,69330.5,62218.52,-10.26,3.36,85.09,64.69,3,High,68.52000000000001,10.26,50.816,42.863594000000006
11631,Teacher,Retail,Canada,2021,70.41,62.62,12.93,127854.59,114574.5,-10.39,9.4,11.31,54.23,5,High,41.67,10.39,35.16,38.183342999999994
11632,Truck Driver,Energy,India,2023,91.52,94.84,42.91,63846.2,57626.4,-9.74,-3.99,28.82,6.65,1,High,67.215,9.74,52.40299999999999,6.086080000000001
